Deck ID,NMDS 1,NMDS 2,Neighbours average win rate,Games,Wins,Losses,Neigh1,Neigh2,Neigh3,Neigh4,Neigh5,Neigh6,Neigh7,Neigh8,Neigh9,Neigh10,Neigh11,Neigh12,Neigh13,Neigh14,Neigh15,Neigh16,Neigh17,Neigh18,Neigh19,NeighWin1,NeighWin2,NeighWin3,NeighWin4,NeighWin5,NeighWin6,NeighWin7,NeighWin8,NeighWin9,NeighWin10,NeighWin11,NeighWin12,NeighWin13,NeighWin14,NeighWin15,NeighWin16,NeighWin17,NeighWin18,NeighWin19,Neigh Loss1,Neigh Loss2,Neigh Loss3,Neigh Loss4,Neigh Loss5,Neigh Loss6,Neigh Loss7,Neigh Loss8,Neigh Loss9,Neigh Loss10,Neigh Loss11,Neigh Loss12,Neigh Loss13,Neigh Loss14,Neigh Loss15,Neigh Loss16,Neigh Loss17,Neigh Loss18,Neigh Loss19
WB1805,0.317308616,-0.206188658,0.558139535,3,0,3,WB1787,WB1396,WB804,WB820,WB1772,WB1948,WB1784,WB1753,WB1771,WB1739,WB943,WB1296,WB1384,WB1402,WB1432,WB1046,WB1127,WB1822,WB1561,1,1,5,5,5,1,5,5,0,3,6,3,7,4,5,4,7,4,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3
WB1806,0.028898931,-0.087684703,0.539130435,4,1,3,WB1927,WB1595,WB548,WB1919,WB237,WB1701,WB1819,WB434,WB1521,WB1886,WB118,WB1278,WB533,WB91,WB1826,WB1824,WB1576,WB1009,WB379,7,3,4,5,1,0,2,3,5,7,3,0,2,3,3,0,2,4,7,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0
WB1807,-0.00548289,0.161233028,0.580152672,9,7,2,WB1511,WB1559,WB882,WB154,WB143,WB1925,WB832,WB1316,WB510,WB835,WB288,WB1291,WB1113,WB352,WB432,WB195,WB262,WB1418,WB1416,3,7,3,1,1,0,1,4,7,3,3,6,7,4,4,4,7,3,1,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3
WB1808,-0.216730668,-0.026496674,0.548387097,5,2,3,WB48,WB151,WB67,WB359,WB1436,WB1213,WB1066,WB1881,WB1299,WB1005,WB1620,WB1592,WB1075,WB522,WB1933,WB1640,WB1735,WB1342,WB1579,3,3,6,7,3,2,0,5,4,3,2,1,4,0,7,7,0,5,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3
WB1809,0.377421705,0.448435728,0.495575221,5,2,3,WB1458,WB826,WB287,WB1911,WB1791,WB1440,WB476,WB1408,WB1379,WB1297,WB391,WB637,WB1374,WB1289,WB535,WB289,WB382,WB838,WB1731,2,0,7,0,5,4,0,1,0,1,7,0,5,6,6,1,4,3,2,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
WB1810,-0.241997389,0.014944394,0.540322581,9,7,2,WB1190,WB1683,WB757,WB1215,WB205,WB364,WB976,WB1705,WB1896,WB1881,WB1299,WB480,WB1222,WB1436,WB1282,WB1138,WB1106,WB1005,WB945,3,3,0,2,3,6,1,1,1,5,4,7,6,3,2,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3
WB1811,0.249619565,-0.087436119,0.553846154,5,2,3,WB564,WB1325,WB481,WB1944,WB1385,WB1572,WB35,WB1651,WB1765,WB1197,WB617,WB1173,WB1995,WB806,WB1560,WB571,WB1448,WB521,WB1627,4,7,0,3,6,2,3,4,1,6,2,6,5,1,5,2,3,3,7,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
WB1812,0.107097446,-0.365373852,0.512605042,9,6,3,WB334,WB691,WB1890,WB167,WB1658,WB1591,WB1174,WB1639,WB1324,WB1914,WB1951,WB1263,WB1510,WB1774,WB1288,WB1125,WB1829,WB1548,WB1115,1,3,4,3,2,6,7,4,1,2,2,1,2,1,4,0,7,1,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3
WB1813,-0.299444369,0.252767196,0.587301587,8,5,3,WB63,WB1844,WB381,WB815,WB255,WB1793,WB641,WB1546,WB1977,WB1444,WB45,WB1691,WB411,WB1376,WB1804,WB684,WB543,WB1978,WB1235,2,1,4,2,1,4,6,1,5,7,4,7,2,7,0,7,0,6,3,3,3,3,3,3,3,3,3,3,0,3,1,3,1,3,2,3,3,3
WB1814,0.138663169,-0.127772165,0.387755102,5,2,3,WB461,WB1490,WB771,WB506,WB235,WB599,WB169,WB1835,WB1313,WB1697,WB1059,WB1969,WB840,WB710,WB234,WB1637,WB270,WB855,WB460,5,2,4,3,5,3,2,1,2,0,0,0,1,0,3,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
WB1815,0.046847053,0.194408616,0.5625,5,2,3,WB342,WB711,WB442,WB421,WB365,WB1728,WB1985,WB376,WB1442,WB97,WB1017,WB438,WB183,WB1270,WB842,WB1549,WB1426,WB1656,WB352,6,7,5,2,0,2,3,4,5,2,7,4,2,2,2,4,2,7,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3
WB1816,-0.125223051,0.253847788,0.556521739,6,3,3,WB1554,WB1749,WB1022,WB944,WB215,WB830,WB764,WB1600,WB1707,WB653,WB1434,WB70,WB579,WB1934,WB703,WB369,WB385,WB1019,WB139,0,2,0,3,3,6,3,7,4,7,4,2,2,0,3,7,1,7,0,3,3,3,3,3,3,3,1,3,0,3,3,3,3,3,0,3,2,3
WB1817,0.051936947,0.372413986,0.508333333,9,7,2,WB1926,WB1724,WB1868,WB701,WB907,WB1574,WB611,WB1988,WB1866,WB1424,WB731,WB640,WB1033,WB763,WB1030,WB111,WB975,WB821,WB60,1,1,3,2,2,6,5,2,3,4,1,4,4,2,1,6,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
